rok,miasto,godzina_od,godzina_do,dzielnica,dzielnice_wszystkie,aktor,skala,zrodlo,sekcja,id_wydarzenia,tekst,odniesienie
1997,DE,10:00,,,,DGB;SPD,,korpus,Scenariusz,,"- 10:00 – DGB-Demonstration – trzy punkty startowe: Engeldamm 70, IG-Metall-Haus (Alte Jakobstraße), Info-Box am Potsdamer Platz. SPD-Spitze demonstr",DE_1990-2019.md:3931
1997,DE,10:00,,Prenzlauer Berg,Prenzlauer Berg,PDS,nazwana dzielnica,korpus,Scenariusz,,"- 10:00 – Straßenfest, Husemannplatz – Prenzlauer Berg współorganizowany przez PDS",DE_1990-2019.md:3932
1997,DE,10:00,,,,DGB;IG Metall;SPD,,korpus,Scenariusz,,"zur Walpurgisnacht am Sophie-Charlotte- Platz. Die DGB-Demonstration beginnt morgen um 10 Uhr am Engeldamm 70, am Haus der IG Metall in der Alten Jakobstraße und an der Info-Box am Potsdamer Platz. Die SPD-Spitze demonstriert gemeinsam mit d",DE_1990-2019.md:3949
1997,DE,10:00,,,,SPD,,korpus,Scenariusz,,aße und an der Info-Box am Potsdamer Platz. Die SPD-Spitze demonstriert gemeinsam mit den Gewerkschaften ab 10 Uhr vor dem IG-Metall-Haus. Die zentrale Abschlußkundgebung dazu ist ab 11.30 Uhr vor dem Roten Rathaus. Ab 12 U,DE_1990-2019.md:3949
1997,DE,10:00,,Prenzlauer Berg,Prenzlauer Berg;Tiergarten,,nazwana dzielnica,korpus,Scenariusz,,ein Multikulti-Programm. Auch in Prenzlauer Berg gibt es Straßenfeste ab 10 Uhr am Husemannplatz und ab 11 auf der Kastanienallee. Verschiedene Obdachlosen-Initiativen treffen sich an der Siegessäule in Tiergarten. taz,DE_1990-2019.md:3951
1997,DE,10:00,18:00,Prenzlauer Berg,Prenzlauer Berg;Treptow,PDS,poza centrum,mapa (opis wspolny 1995-2003),East German Left,1995_DE_festyn_PDS-prenzlauer-berg,"Widerspenstig und lebendig Hummanplatz Maifest | , Mariannenplatz, Prenzlauer Berg, 10-18 Uhr, Humannplatz, Treptow, 14-18 Uhr, Springbornclub Johannisthai,",1__mai_berlin_aktualna_12_.geojson#21
1997,DE,10:00,17:00,Marzahn,Marzahn;Hohenschönhausen;Hellersdorf,PDS,poza centrum,mapa (opis wspolny 1995-2003),East German Left,1995_DE_festyn_PDS-prenzlauer-berg,"Widerspenstig und lebendig Hummanplatz Maifest | , Alt-Marzahn 64, Hohenschönhausen, 10-17 Uhr, Oberseepark, Hellersdorf, 11-19 Uhr, Boulevard Kastanienallee. ND",1__mai_berlin_aktualna_12_.geojson#21
1997,DE,10:00,20:00,Prenzlauer Berg,Prenzlauer Berg;Lichtenberg,PDS,poza centrum,mapa (opis wspolny 1995-2003),East German Left,1995_DE_festyn_PDS-prenzlauer-berg,"Widerspenstig und lebendig Hummanplatz Maifest | zu einer Kundgebung auf dem Alexanderplatz. Maifeste veranstalten die Sozialisten an der Bötzoweiche (10-20 Uhr, Bötzowstraße, Prenzlauer Berg), am Obersee (11-18 Uhr, Lindenweg, Lichtenberg), auf",1__mai_berlin_aktualna_12_.geojson#21
1997,DE,10:00,,Mitte,,DGB,centrum,mapa,DGB,1997_DE_festyn_DGB,"DGB Maifest 1997 | Die DGB-Demonstration beginnt morgen um 10 Uhr am Engeldamm 70, am Haus der IG Metall in der Alten Jakobstraße und an der Info-Box am Potsdamer Platz. Die SPD-Spitze demonstriert gemeinsam mit den",1__mai_berlin_aktualna_14_.geojson#23
1997,DE,10:00,,Mitte,,DGB,centrum,mapa,DGB,1997_DE_festyn_DGB,DGB Maifest 1997 | traße und an der Info-Box am Potsdamer Platz. Die SPD-Spitze demonstriert gemeinsam mit den Gewerkschaften ab 10 Uhr vor dem IG-Metall-Haus. Die zentrale Abschlußkundgebung dazu ist ab 11.30 Uhr vor dem Roten Rathaus (taz),1__mai_berlin_aktualna_14_.geojson#23
1997,DE,11:00,,Prenzlauer Berg,Prenzlauer Berg,,nazwana dzielnica,korpus,Scenariusz,,"- 11:00 – Straßenfest, Kastanienallee – Prenzlauer Berg.",DE_1990-2019.md:3933
1997,DE,11:00,19:00,Hellersdorf,Hellersdorf,PDS,poza centrum,mapa (opis wspolny 1995-2003),East German Left,1995_DE_festyn_PDS-prenzlauer-berg,"Widerspenstig und lebendig Hummanplatz Maifest | , Oberseepark, Hellersdorf, 11-19 Uhr, Boulevard Kastanienallee. ND 30.04.1997 1998 pokojowo zakończony festyn (podobnie jak rok wcześniej, również współorganizowany przez PDS) BZ (",1__mai_berlin_aktualna_12_.geojson#21
1997,DE,11:00,,Tiergarten,Tiergarten,Obdachlose Initativen,centrum,mapa,Other events,1997_DE_wiec_Obdachlose-Initativen-Obdachlose-Iniativen-Treffe,"1997 Obdachlose Iniativen Treffe | Obdachlosen-Initiativen treffen sich an der Siegessäule in Tiergarten, 11 Uhr (taz 1997)",umap_backup_1-mai-berlin_aktualna16.umap#7
1997,DE,11:30,,Wannsee,Wannsee,DGB,nazwana dzielnica,korpus,Scenariusz,,- 11:30 – Zentrale Abschlußkundgebung DGB – vor dem Roten Rathaus. (Diepgen sitzt wie immer am 1. Mai mit seiner Mutter auf den Wannsee-Terrassen.),DE_1990-2019.md:3934
1997,DE,11:30,,,,,,korpus,Scenariusz,,vor dem IG-Metall-Haus. Die zentrale Abschlußkundgebung dazu ist ab 11.30 Uhr vor dem Roten Rathaus. Ab 12 Uhr schließt sich dort die Kundgebung,DE_1990-2019.md:3949
1997,DE,11:30,,Mitte,,DGB,centrum,mapa,DGB,1997_DE_festyn_DGB,DGB Maifest 1997 | vor dem IG-Metall-Haus. Die zentrale Abschlußkundgebung dazu ist ab 11.30 Uhr vor dem Roten Rathaus (taz),1__mai_berlin_aktualna_14_.geojson#23
1997,DE,12:00,,,,PDS;DGB,,korpus,Scenariusz,,"- 12:00 – PDS-Kundgebung – vor dem Roten Rathaus, direkt nach DGB-Kundgebung.",DE_1990-2019.md:3935
1997,DE,12:00,,,,HBV,,korpus,Scenariusz,,"- Um 12 Uhr beginnt die Kundgebung »sozial und solidarisch«, auf der u.a. Lothar Bisky, Petra Pau, Christa Luft und Elke Breitenbach (HBV) sprechen. Im Karl-Lieb",DE_1990-2019.md:3936
1997,DE,12:00,,Mitte,Mitte,PDS,nazwana dzielnica,korpus,Scenariusz,,vor dem Roten Rathaus. Ab 12 Uhr schließt sich dort die Kundgebung der PDS an. Revolutionäre 1.-Mai-Demonstrationen starten ab 13 Uhr am Rosa-Luxemburg-Platz in Mitte,DE_1990-2019.md:3949
1997,DE,12:00,,Mitte,,PDS,centrum,mapa,East German Left,1997_DE_wiec_PDS,"1997 PDS Kundgebung ""sozial und solidarisch"" | 12:00 – u.a. Lothar Bisky, Petra Pau, Christa Luft und Elke Breitenbach (HBV) sprechen. (ND 30.04.1997)",1__mai_berlin_aktualna_12_.geojson#9
1997,DE,12:15,,Pankow,Pankow;Reinickendorf,SPD;DAG,nazwana dzielnica,korpus,Scenariusz,,- 12:15 – Mai-Fest SPD und DAG – Bürgerpark Pankow. Zorganizowane przez SPD-Kreisverbände Reinickendorf und Pankow oraz DAG.,DE_1990-2019.md:3937
1997,DE,12:15,,Reinickendorf,Reinickendorf;Pankow;Kreuzberg,SPD;DAG,nazwana dzielnica,korpus,Scenariusz,,In den Bezirken finden verschiedene Mai-Feste statt: Ab 12.15 Uhr treffen sich die SPD-Kreisverbände Reinickendorf und Pankow sowie die DAG im Bürgerpark Pankow. Am Mariannenplatz in Kreuzberg beginnt ab 15 Uhr ein,DE_1990-2019.md:3951
1997,DE,13:00,,Mitte,Mitte,,nazwana dzielnica,korpus,Scenariusz,,"- 13:00 – Revolutionäre 1.-Mai-Demo – Rosa-Luxemburg-Platz, Mitte. Zorganizowana przez Kreuzberger Autonomen. Route ograniczona do Mitte po konfliktzie",DE_1990-2019.md:3938
1997,DE,13:00,,Kreuzberg,Kreuzberg,,nazwana dzielnica,korpus,Scenariusz,,"- 13:00 – Demo turkish left / Revolutionäre Demo – Oranienplatz, Kreuzberg.",DE_1990-2019.md:3939
1997,DE,13:00,,Mitte,Mitte;Kreuzberg,PDS,nazwana dzielnica,korpus,Scenariusz,,schließt sich dort die Kundgebung der PDS an. Revolutionäre 1.-Mai-Demonstrationen starten ab 13 Uhr am Rosa-Luxemburg-Platz in Mitte und am Oranienplatz in Kreuzberg.,DE_1990-2019.md:3949
1997,DE,13:00,,Prenzlauer Berg,Prenzlauer Berg,,nazwana dzielnica,korpus,Prasa / taz / Mutter aller Demos,,"s in Prenzlauer Berg gelegen. Die türkische Linke hatte sich da längst für eine Demo vom Oranienplatz aus (um 13 Uhr) entschieden. Einige Westautonome bedauern in der Interim, daß die Junge Union ihre 1.-Mai- Demo absagte. Auch die traditionelle Walpurgisnacht-Ran",DE_1990-2019.md:4002
1997,DE,13:00,18:00,Marzahn,Marzahn;Hohenschönhausen;Hellersdorf,PDS,poza centrum,mapa (opis wspolny 1995-2003),East German Left,1995_DE_festyn_PDS-prenzlauer-berg,"Widerspenstig und lebendig Hummanplatz Maifest | , Luisenhain, Marzahn, 13-18 Uhr, Alt-Marzahn 64, Hohenschönhausen, 10-17 Uhr, Oberseepark, Hellersdorf, 11-",1__mai_berlin_aktualna_12_.geojson#21
1997,DE,13:00,,Kreuzberg,,R1M,poza centrum,mapa,Revolutionäre 1. Mai,1997_DE_demonstracja_R1M-kreuzberg,"1997 – R1M 13:00, Keine Befreiung Ohne Revolution | 13:00 – Oranienplatz - Kottbusser Tor rechts Oranienstrasse (rbb 0:07) bei Oranienstrasse 21 (foto kaivonkroecher.de) An der Skalitzer Straße griffen",1__mai_berlin_aktualna_15_.geojson#9
1997,DE,14:00,,,,HBV;PDS,,korpus,Scenariusz,,"rista Luft und Elke Breitenbach (HBV) sprechen. Im Karl-Liebknecht-Haus, Kleine Alexanderstraße 28, werden um 14 Uhr mit einer Ausstellung die »Rosa-Luxemburg-Aktionswochen« der PDS eröffnet. Anteilscheine für »Ein Denkmal für Rosa« können dabei erworben werden(ND 3",DE_1990-2019.md:3936
1997,DE,14:00,18:00,Treptow,Treptow;Köpenick;Marzahn,PDS,poza centrum,mapa (opis wspolny 1995-2003),East German Left,1995_DE_festyn_PDS-prenzlauer-berg,"Widerspenstig und lebendig Hummanplatz Maifest | , Humannplatz, Treptow, 14-18 Uhr, Springbornclub Johannisthai, Köpenick, 14-18 Uhr, Luisenhain, Marzahn, 13-18 Uh",1__mai_berlin_aktualna_12_.geojson#21
1997,DE,14:00,18:00,Köpenick,Köpenick;Marzahn,PDS,poza centrum,mapa (opis wspolny 1995-2003),East German Left,1995_DE_festyn_PDS-prenzlauer-berg,"Widerspenstig und lebendig Hummanplatz Maifest | , Springbornclub Johannisthai, Köpenick, 14-18 Uhr, Luisenhain, Marzahn, 13-18 Uhr, Alt-Marzahn 64, Hohenschönhau",1__mai_berlin_aktualna_12_.geojson#21
1997,DE,14:30,,Mitte,,R1M,centrum,mapa,Revolutionäre 1. Mai,1997_DE_demonstracja_R1M-mitte,1997 R1M (AAB) Demo | asse – Choriner Strasse – ... – Oranienburger Strasse – Auguststrasse – Rosenthaler Platz (Interim 418/1997) 14:30 – Ausschreitungen mit Polizei Schwedter/Templiner Strasse Attendance: 9000 (Gluckspilz),1__mai_berlin_aktualna_15_.geojson#37
1997,DE,15:00,,Kreuzberg,Kreuzberg,PDS,nazwana dzielnica,korpus,Scenariusz,,"- 15:00 – Multikulti-Programm – Mariannenplatz, Kreuzberg, współorganizowany przez PDS – po raz pierwszy",DE_1990-2019.md:3941
1997,DE,15:00,,Reinickendorf,Reinickendorf;Pankow;Kreuzberg;Prenzlauer Berg,DAG,nazwana dzielnica,korpus,Scenariusz,,rbände Reinickendorf und Pankow sowie die DAG im Bürgerpark Pankow. Am Mariannenplatz in Kreuzberg beginnt ab 15 Uhr ein Multikulti-Programm. Auch in Prenzlauer Berg gibt es Straßenfeste ab 10 Uhr am Husemannplatz und ab 11 auf de,DE_1990-2019.md:3951
1997,DE,15:00,,Prenzlauer Berg,,PDS,poza centrum,mapa (opis wspolny 1995-2003),East German Left,1995_DE_festyn_PDS-prenzlauer-berg,Widerspenstig und lebendig Hummanplatz Maifest | sstaende. Im Diskussionszelt finden u.a. Gespraechsrunden zur Lage der vietnamesischen VertragsarbeiterInnen (15 Uhr) statt. Um 14 Uhr berichten Antifaschistische Wider,1__mai_berlin_aktualna_12_.geojson#21
1997,DE,15:00,21:00,Kreuzberg,Kreuzberg;Prenzlauer Berg;Treptow,PDS,poza centrum,mapa (opis wspolny 1995-2003),East German Left,1995_DE_festyn_PDS-prenzlauer-berg,"Widerspenstig und lebendig Hummanplatz Maifest | ny przez PDS/Zielonych (Glückspilz) Weitere Mai-Veranstaltungen der PDS gibt es in den Bezirken: Kreuzberg, 15-21 Uhr, Mariannenplatz, Prenzlauer Berg, 10-18 Uhr, Humannplatz, Treptow, 14-18 U",1__mai_berlin_aktualna_12_.geojson#21
1997,DE,18:00,,,,,,korpus,Scenariusz,,"- 18:00 – Demo „Frauen Lesben Mädchen"" – Sophie-Charlotte-Platz, West-Berlin. Zamiast tradycyjnej Walpurgisnacht-Randale na Kollwitzplatz (która tego r",DE_1990-2019.md:3924
1997,DE,18:00,,,,DGB,,korpus,Scenariusz,,"schiedene Veranstaltungen und Demonstrationen geplant. Heute abend treffen sich Frauen, Lesben und Mädchen ab 18 Uhr zur Walpurgisnacht am Sophie-Charlotte- Platz. Die DGB-Demonstration beginnt morgen um 10 Uhr am Engeldamm 70, am Haus der IG M",DE_1990-2019.md:3949
1997,DE,18:00,,,,,,korpus,Prasa / taz / Mutter aller Demos,,"Osten zum Anwärmen wird es heuer „offiziell“ nicht geben, statt dessen sollen alle „Frauen Lesben Mädchen“ um 18 Uhr mit der U 2 auf den Sophie-Charlotte-Platz im Westen kommen. Über die letzte Walpurgisnacht am Kollwitzplatz gibt es einen Westautonomen-Film, mit de",DE_1990-2019.md:4002
1997,DE,19:00,,Prenzlauer Berg,Prenzlauer Berg,PDS,poza centrum,mapa (opis wspolny 1995-2003),East German Left,1995_DE_festyn_PDS-prenzlauer-berg,"Widerspenstig und lebendig Hummanplatz Maifest | llwitzplatz “Unter dem Motto ""Widerspenstig & Lebendig"" findet am Humannplatz in Prenzlauer Berg von 10 bis 19 Uhr ein ""buntes, froehliches Strassenfest gegen den grauen Alltag"" statt. ""Leider haben die Faschisten in den letzten Jahren den 1. Mai genutzt, um an di",1__mai_berlin_aktualna_12_.geojson#21
1998,DE,09:30,,,,ÖTV,,korpus,Scenariusz,,- 9:30 – początek przemarszu spod siedziby ÖTV; udział biorą w nim B90/Grünen,DE_1990-2019.md:4100
1998,DE,10:00,,Prenzlauer Berg,Prenzlauer Berg,,nazwana dzielnica,korpus,Scenariusz,,"- 10:00 – Humannplatzfest, Prenzlauer Berg",DE_1990-2019.md:4099
1998,DE,10:00,,Kreuzberg,,IG Metall,poza centrum,mapa,DGB,1998_DE_demonstracja_IG-Metall,1996-2001 IG Metall | 1998 – 10:00 (Berliner Zeitung 28.04),1__mai_berlin_aktualna_14_.geojson#70
1998,DE,11:00,,Mitte,,PDS,centrum,mapa,East German Left,1998_DE_wiec_PDS,"1998 PDS Kundgebung | auf dem Berliner Alexanderplatzmit Petra Pau, Petra Sitte,Lothar Bisky und Uwe Doering,ab 11 Uhr Konzert mit „The Clogs"" (PDS Einladung) Nach der Kundgebung der Gewerkschaften »Zum Tag der Arbeit« vor dem Roten Rathaus zogen viele Teilnehmer g",1__mai_berlin_aktualna_12_.geojson#10
1998,DE,11:30,,,,DGB;DAG,,korpus,Scenariusz,,"- 11:30 – Abschlußkundgebung des Sternmarsches (DGB/DAG), Rotes Rathaus",DE_1990-2019.md:4101
1998,DE,11:30,,Mitte,,PDS,centrum,mapa,East German Left,1998_DE_wiec_PDS,"1998 PDS Kundgebung | ieg jetzt. Es sprechen Gregor Gysi, Christa Luft und Petra Pau. 7 000 Teilnehmer (ND, 2.05.2000) 2001 11:30 Auch PDS-Chefin Petra Pau kritisierte auf der Kundgebung am Alex vor 7000 Teilnehmern die ""unsägliche Faulheits-Debatte"". Sie warf dem Kanzler fehl",1__mai_berlin_aktualna_12_.geojson#10
1998,DE,12:00,,,,,,korpus,Scenariusz,,"- 12:00 – Fest des Obdachlosenmagazins Straßenfeger, Rosa-Luxemburg-Platz, vor der Volksbühne",DE_1990-2019.md:4102
1998,DE,12:00,,Mitte,,PDS,centrum,mapa,East German Left,1998_DE_wiec_PDS,"1998 PDS Kundgebung | i, dürfe es nicht bleiben (ND) Attendance: 12000 (ND, 2.05.1998) 1000 Teilnehmer (BZ, 2.05.1998) 1999 ca. 12:00 – Frieden schaffen ohne Waffen! Eine der größten Maikundgebungen mit 10 000 Teilnehmergegen den NATO-Krieg fand auf dem Berliner Alexanderplatz",1__mai_berlin_aktualna_12_.geojson#10
1998,DE,12:15,,Mitte,,PDS,centrum,mapa,East German Left,1998_DE_wiec_PDS,"1998 PDS Kundgebung | 1996 12:15 Gegen Sozialabbau und Ausgrenzung (zusammen mit Ostdeutsches Kuratorium von Verbänden) Die PDS, die mit einer geballten Faust als Logo, und der",1__mai_berlin_aktualna_12_.geojson#10
1998,DE,12:30,,Mitte,,PDS,centrum,mapa,East German Left,1998_DE_wiec_PDS,"1998 PDS Kundgebung | zu der HBV-Demo zu gehen und veranstaltet selbst eine Kundgebung am Alexanderplatz. (JW, 30.04.1996) 1998 12:30 Gegen rechts – für eine gerechte Republik Kundgebung der PDS 12.30 Uhr auf dem Berliner Alexanderplat",1__mai_berlin_aktualna_12_.geojson#10
1998,DE,12:30,,Mitte,,PDS,centrum,mapa,East German Left,1998_DE_wiec_PDS,"1998 PDS Kundgebung | Gegen rechts – für eine gerechte Republik Kundgebung der PDS 12.30 Uhr auf dem Berliner Alexanderplatzmit Petra Pau, Petra Sitte,Lothar Bisky und Uwe Doering,ab 11 Uhr Konzert mit „The Clogs"" (PDS Ein",1__mai_berlin_aktualna_12_.geojson#10
1998,DE,12:30,,Mitte,,PDS,centrum,mapa,East German Left,1998_DE_wiec_PDS,"1998 PDS Kundgebung | f dem Berliner Alexanderplatz statt. Aufgerufen dazu hatte die PDS 10 000 Teilnehmer (ND, 3.05.1999) 2000 12:30 – Ausbildung jetzt. Arbeit jetzt. Frieden jetzt. Atomausstieg jetzt. Es sprechen Gregor Gysi, Christa Luft und Petra Pau. 7 000 Teilnehmer (ND,",1__mai_berlin_aktualna_12_.geojson#10
1998,DE,12:30,,Mitte,,PDS,centrum,mapa,East German Left,1998_DE_wiec_PDS,"1998 PDS Kundgebung | m Berliner Alexanderplatz die Parteivorsitzende Gabriele Zimmer zu 7500 Teilnehmern. (ND, 2.05.2001) 2002 12:30 (ND 30.04.2002)",1__mai_berlin_aktualna_12_.geojson#10
1998,DE,13:00,,Kreuzberg,Kreuzberg,,nazwana dzielnica,korpus,Scenariusz,,"- 13:00 – Revolutionäre 1.-Mai-Demo, Oranienplatz, Kreuzberg",DE_1990-2019.md:4103
1998,DE,14:00,,Kreuzberg,Kreuzberg,,nazwana dzielnica,korpus,Scenariusz,,"- 14:00 – Mariannenplatzfest, Kreuzberg (bis 21 Uhr)",DE_1990-2019.md:4104
1998,DE,14:00,,Tempelhof,Tempelhof,,nazwana dzielnica,korpus,Scenariusz,,"- 14:00 – Fest in der Ufa-Fabrik, Viktoriastraße, Tempelhof",DE_1990-2019.md:4105
1998,DE,17:00,,,,,,korpus,Scenariusz,,"- 17:00 – Demo „Freiheit ist immer auch die Freiheit des Andersdenkenden"", U-Bahnhof Eberswalder Straße",DE_1990-2019.md:4095
1998,DE,17:00,,Prenzlauer Berg,Prenzlauer Berg,Walpurgisnacht,poza centrum,mapa,Walpurgisnacht,1998_DE_demonstracja_Walpurgisnacht-Freiheit-ist-immer-auch-die-Freiheit-des,1998 – Freiheit ist immer auch die Freiheit des An | den polizeilichen Belagerungszustand in Prenzlauer Berg im vergangenen Jahr. Die Demo am 30. April beginnt um 17 Uhr am U-Bahnhof Eberswalder Straße. (taz 30.04.98),1__mai_berlin_aktualna_11_.geojson#11
1998,DE,18:00,,,,,,korpus,Konteksty i wydarzenia,,"Po raz pierwszy demonstracja R1M środowisk autonomicznych odbywa się o godzinie 18. Wynika to z faktu, że wielu jej uczestników uczestniczy w blokadzie demonstracji nazistów w Lipsku",DE_1990-2019.md:4079
1998,DE,18:00,,Prenzlauer Berg,Prenzlauer Berg,,nazwana dzielnica,korpus,Scenariusz,,"- 18:00 – Kundgebung der Jungdemokraten gegen Polizeiabsperrungen, Kollwitz-/Knaakstraße, Prenzlauer Berg (szczegóły przebiegu w BZ 2/3.05.1998)",DE_1990-2019.md:4096
1998,DE,18:00,,Mitte,Mitte,,nazwana dzielnica,korpus,Scenariusz,,"- 18:00 – Revolutionäre Mai-Demo, Rosa-Luxemburg-Platz, Mitte",DE_1990-2019.md:4106
1998,DE,18:00,,Charlottenburg,,Walpurgisnacht,poza centrum,mapa,Walpurgisnacht,1998_DE_demonstracja_Walpurgisnacht-Frauen-Lesben-Madchen,"1998 – Frauen, Lesben, Mädchen | Route — Walpurgisnacht feminist demo, 30 April 1998, Berlin Start: Breitscheidplatz, 18:00 — End: Alte TU-Mensa, Hardenbergstraße 34, 20:00 Blurred poster – inferred with AI",1__mai_berlin_aktualna_11_.geojson#37
1998,DE,20:00,,Charlottenburg,,Walpurgisnacht,poza centrum,mapa,Walpurgisnacht,1998_DE_demonstracja_Walpurgisnacht-Frauen-Lesben-Madchen,"1998 – Frauen, Lesben, Mädchen | — End: Alte TU-Mensa, Hardenbergstraße 34, 20:00 Blurred poster – inferred with AI: Breitscheidplatz, Ansbacher Straße, Wittenbergplatz, Tauentzienstraße, Marburger Straße, Los-Angeles-Platz, Augsb",1__mai_berlin_aktualna_11_.geojson#37
1998,DE,20:00,,Mitte,,R1M,centrum,mapa,Revolutionäre 1. Mai,1998_DE_demonstracja_R1M-rim-aab-demo,"1998 RIM (AAB) Demo | (Glückspilz). Po raz pierwszy, z powodu blokady w Lipsku, demonstracja przeniesiona na popołudnie Kurz vor 20 Uhr ist wie in den vergangenen Jahren die sog. ""Revolutionäre 1. Mai-Demo” vom Rosa-Luxemburg-Platz über die Choriner Straße und die Kastanienallee losge",1__mai_berlin_aktualna_15_.geojson#38
1998,DE,21:00,,Kreuzberg,Kreuzberg,,nazwana dzielnica,korpus,Scenariusz,,"– Mariannenplatzfest, Kreuzberg (bis 21 Uhr)",DE_1990-2019.md:4104
1998,DE,21:00,,Prenzlauer Berg,Prenzlauer Berg,R1M,centrum,mapa,Revolutionäre 1. Mai,1998_DE_demonstracja_R1M-rim-aab-demo,1998 RIM (AAB) Demo | anienallee losgegangen. (Interim 451/1998) 75 Torstrasse (0:38 rbb 1998 Demonstration in Prenzlauer Berg) 21:00 – Als die Demospitze gegen 21 Uhr bereits an der Kreuzung Schönhaus,1__mai_berlin_aktualna_15_.geojson#38
1998,DE,21:00,,Mitte,,R1M,centrum,mapa,Revolutionäre 1. Mai,1998_DE_demonstracja_R1M-rim-aab-demo,1998 RIM (AAB) Demo | – Als die Demospitze gegen 21 Uhr bereits an der Kreuzung Schönhauser Allee/Oderberger Straße stand und der Großteil der Demo in dem kleineren Teil der Oderberger sowie noch der Kasta,1__mai_berlin_aktualna_15_.geojson#38
1998,DE,22:30,,Prenzlauer Berg,Prenzlauer Berg,R1M,centrum,mapa,Revolutionäre 1. Mai,1998_DE_demonstracja_R1M-rim-aab-demo,1998 RIM (AAB) Demo | önhauser Alle/Sredzkistrasse (richtung Senfelderplatz; 01:25 rbb 1998 Demonstration in Prenzlauer Berg) Gegen 22:30 besetzten die Demonstranten Kreuzung Eberswalder Strasse/Schönhauser Allee (Tagesspiegel 2.05.1998) An der Demo-Spitze kam es jedoch immer wied,1__mai_berlin_aktualna_15_.geojson#38
1999,DE,07:12,,,,,,korpus,Przemówienia,,"z oklaskami spotyka się oznajmienie, którego również nie ma w przemówieniu: (7:12)",DE_1990-2019.md:4187
1999,DE,10:00,,Prenzlauer Berg,Prenzlauer Berg,,nazwana dzielnica,korpus,Scenariusz,,"- 10:00 – Straßenfest na Humanplatz, Prenzlauer Berg. Żywe i ""Widerspensigste"" uliczne święto. Kinderprogramm od 12 do 15, muzyka od 14 (Raggatacke, Mo",DE_1990-2019.md:4219
1999,DE,10:00,,,,ÖTV;IG Metall,,korpus,Scenariusz,,"- 10:00 – początek gwiaździstego przemarszu spod siedzib ÖTV, IG Metall i Potsdamer Platz",DE_1990-2019.md:4220
1999,DE,10:00,,,,,,korpus,"Scenariusz / Feiern, Re­vo­lu­ti­on etc.",,"1. Mai ist morgen: Ab 10 Uhr tanzt ein widerspenstiges und lebendiges Straßenfest auf dem Humanplatz, inklusive Kinderprogramm von 12 bis 15 Uhr. Musik bringen",DE_1990-2019.md:4241
1999,DE,10:00,,Kreuzberg,,IG Metall,poza centrum,mapa,DGB,1999_DE_demonstracja_IG-Metall,"1996-2001 IG Metall | 1999 – Anschließend ist ein großes Familienprogramm und im Vorfeld ein Sternmarsch (10 Uhr, Potsdamer Platz, Engeldamm, Alte Jakobstraße) zum Roten Rathaus geplant (BM 30.04) 10 Uhr: ab IG-Metall-Haus (über Alte Jak",1__mai_berlin_aktualna_14_.geojson#71
1999,DE,10:00,,Kreuzberg,,IG Metall,poza centrum,mapa,DGB,1999_DE_demonstracja_IG-Metall,"1996-2001 IG Metall | , Potsdamer Platz, Engeldamm, Alte Jakobstraße) zum Roten Rathaus geplant (BM 30.04) 10 Uhr: ab IG-Metall-Haus (über Alte Jakobstraße inKreuzberg, Fischerinsel, Breite, Rathaus- und Spandauer Straße)",1__mai_berlin_aktualna_14_.geojson#71
1999,DE,10:00,,Mitte,Mitte,ÖTV,centrum,mapa,DGB,1999_DE_demonstracja_OTV,"1996-2001 ÖTV | 1999 – Anschließend ist ein großes Familienprogramm und im Vorfeld ein Sternmarsch (10 Uhr, Potsdamer Platz, Engeldamm, Alte Jakobstraße) zum Roten Rathaus geplant (BM 30.04) Engeldamm in Mitte, über Heinrich-Heine-, Brücken-, Alexander-,Gr",1__mai_berlin_aktualna_14_.geojson#74
1999,DE,11:00,,,,,,korpus,Przemówienia,,11:00 – przemówienia:,DE_1990-2019.md:4178
1999,DE,11:00,,,,SPD,,korpus,"Scenariusz / Feiern, Re­vo­lu­ti­on etc.",,"ie Fahnen. Wenn die Demonstrationszüge der Gewerkschaften vor dem Roten Rathaus eintreffen, herrscht ab 11 Uhr 30 gewerkschaftliche Volksfeststimmung. Reden halten wird zu Beispiel Detlef Hensche, Vorsitzender der IG Medien. Die SPD ist mit Walter Mo",DE_1990-2019.md:4241
1999,DE,11:00,,Mitte,,PDS,centrum,mapa,East German Left,1999_DE_wiec_PDS,"1999 PDS Kundgebung | auf dem Berliner Alexanderplatzmit Petra Pau, Petra Sitte,Lothar Bisky und Uwe Doering,ab 11 Uhr Konzert mit „The Clogs"" (PDS Einladung) Nach der Kundgebung der Gewerkschaften »Zum Tag der Arbeit« vor dem Roten Rathaus zogen viele Teilnehmer g",1__mai_berlin_aktualna_12_.geojson#11
1999,DE,11:00,,Mitte,,DGB,centrum,mapa,DGB,1999_DE_festyn_DGB,"DGB Maifest 1999 | Wenn die Demonstrationszüge der Gewerkschaften vor dem Roten Rathaus eintreffen, herrscht ab 11 Uhr 30 gewerkschaftliche Volksfeststimmung. Reden halten wird zu Beispiel Detlef Hensche, Vorsitzender der IG Medien. Die SPD ist mit Walter Momper dabei",1__mai_berlin_aktualna_14_.geojson#25
1999,DE,11:30,,,,DGB,,korpus,Scenariusz,,"- 11:30 – Volksfeststimmung przed Roten Rathaus – koniec Sternmarszów zorganizowanych przez DGB. Hasło tego roku: „Neues Handeln. Für unser Land"".",DE_1990-2019.md:4221
